formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C6H17N2O6P3	[M - H]-	C6H16N2O6P3-	Amino acids and Peptides	0,996	Small peptides	0,998	Aminoacids	0,998	Organic acids and derivatives	0,997	Carboxylic acids and derivatives	0,887	Amino acids, peptides, and analogues	0,958	Amino acids and derivatives	0,958	L-alpha-amino acids	0,679	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organophosphorus compounds; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Phosphoethanolamines; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic oxides; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	305,023	67	1,113	650278141826567609	650277934585992197	1222	
1	C3H7O4PS2	[M - H]-	C3H6O4PS2-	Fatty acids	0,270	Monoterpenoids	0,053	Oxygenated hydrocarbons	0,007	Organic oxygen compounds	0,999	Organooxygen compounds	0,948					Organooxygen compounds	0,948	Organic compounds; Organic acids and derivatives; Organooxygen compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	200,945	67	1,113	650278132288718215	650277895570572908	526	
1	C4H4N3O3	[M - H]-	C4H3N3O3-	Alkaloids	0,738	Histidine alkaloids	0,939	Imidazole alkaloids	0,939	Organic 1,3-dipolar compounds	0,628	Allyl-type 1,3-dipolar organic compounds	0,682	Organic nitro compounds	0,705	C-nitro compounds	0,644	Nitroaromatic compounds	0,587	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Organic nitro compounds; Organic oxoazanium compounds; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	141,017	67	1,117	650278121312220634	650277879267311445	153	
1	C12H12N4O8S2	[M - H]-	C12H11N4O8S2-	Amino acids and Peptides	0,341	β-lactams	0,020	Cephalosporins	0,009	Organic oxygen compounds	1,000	Organooxygen compounds	1,000	Ethers	0,881	Alkyl aryl ethers	0,937	Alkyl aryl ethers	0,937	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Sulfonylureas; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Sulfonyls; Carboxylic acid esters; Carbonyl compounds; Aminosulfonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	403,000	67	1,118	650278126890646836	650277981167935351	1802	
1	C6H15O16P3	[M - H]-	C6H14O16P3-	Carbohydrates	0,997	Polyols	0,829	Cyclitols	0,877	Organic oxygen compounds	1,000	Organooxygen compounds	0,999	Carbohydrates and carbohydrate conjugates	0,906	Monosaccharides	0,834	Hexoses	0,655	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Hexoses; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Oxanes; Polyols; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	434,948	67	1,120	650278131286279144	650277983130869787	1834	
1	C10H16N4O4	[M - H]-	C10H15N4O4-	Amino acids and Peptides	1,000	Small peptides	1,000	Aminoacids	1,000	Organic acids and derivatives	1,000	Carboxylic acids and derivatives	1,000	Amino acids, peptides, and analogues	1,000	Amino acids and derivatives	1,000	Arginine and derivatives	0,552	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Azoles; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Imidazolyl carboxylic acids and derivatives; Carbonyl compounds; Substituted imidazoles; Alpha amino acids; Amines; Primary amines; Carboximidamides; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Histidine and derivatives; Arginine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	255,108	67	1,123	650278126769011978	650277910615543133	884	
1	C9H11N2O6PS2	[M - H]-	C9H10N2O6PS2-	Carbohydrates	0,830	Nucleosides	0,878	Pyrimidine nucleotides	0,540	Organoheterocyclic compounds	0,950	Diazines	0,851	Pyrimidines and pyrimidine derivatives	0,907	Pyrimidones	0,521	Pyrimidones	0,521	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Pyrimidones; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Diazines; Hydropyrimidines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	336,972	67	1,124	650278137686788768	650277957986015595	1499	
1	C4H7N3O7P	[M - H]-	C4H6N3O7P-	Alkaloids	0,644	Histidine alkaloids	0,610	Imidazole alkaloids	0,609	Organic acids and derivatives	0,891	Organic phosphoric acids and derivatives	0,766					Organic phosphoric acids and derivatives	0,766	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Organic phosphoric acids and derivatives; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	238,994	67	1,124	650278127981166165	650277905217473296	765	
1	C11H12N6O4S4	[M - H]-	C11H11N6O4S4-	Amino acids and Peptides	0,998	Small peptides	0,711	Aminoacids	0,635	Organic acids and derivatives	0,989	Carboxylic acids and derivatives	0,966	Amino acids, peptides, and analogues	0,983	Amino acids and derivatives	0,982	Alpha amino acids	0,696	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Monoalkylamines; Monocarboxylic acids and derivatives; Thioethers; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Sulfenyl compounds; Dialkylthioethers; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	418,974	68	1,125	650278120930538782	650277982279426010	1821	
1	C5H13N2O6S3	[M - H]-	C5H12N2O6S3-	Amino acids and Peptides	1,000	Small peptides	1,000	Aminoacids	1,000	Organic acids and derivatives	1,000	Carboxylic acids and derivatives	0,995	Amino acids, peptides, and analogues	0,999	Amino acids and derivatives	0,999	Alpha amino acids	0,984	Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	291,989	68	1,125	650278136822761968	650277924897149319	1094	
1	C8H10N4O6S2	[M - H]-	C8H9N4O6S2-	Amino acids and Peptides	0,992	Small peptides	0,965	Aminoacids	0,884	Organic acids and derivatives	0,999	Carboxylic acids and derivatives	0,995	Amino acids, peptides, and analogues	0,991	Amino acids and derivatives	0,991	Alpha amino acids	0,860	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Sulfonyls; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Sulfenyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	320,998	68	1,127	650278136294279544	650277949287028511	1383	
1	C17H15N2O12P	[M - H]-	C17H14N2O12P-	Carbohydrates	1,000	Nucleosides	0,996	Pyrimidine nucleotides	0,978	Nucleosides, nucleotides, and analogues	0,975	Pyrimidine nucleotides	0,978	Pyrimidine ribonucleotides	0,534			Pyrimidine ribonucleotides	0,534	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Ureas; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Diazines; Pentoses; Pyrimidine nucleotides; Monosaccharides; Monosaccharide phosphates; Oxolanes; Glycosyl compounds; Pyrimidine ribonucleotides; Hydropyrimidines; Glycosylamines; Pentose phosphates; Tetrahydrofurans; Alkyl phosphates; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	469,029	68	1,127	650278120108454904	650277987098681625	1884	
1	C5H6N2S2	[M - H]-	C5H5N2S2-	Alkaloids	0,415	Nicotinic acid alkaloids	0,072	Pyridine alkaloids	0,071	Organoheterocyclic compounds	0,873	Heteroaromatic compounds	0,867					Heteroaromatic compounds	0,867	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	156,991	68	1,129	650278126244723847	650277882975076581	233	
1	C5H7N4O4	[M - H]-	C5H6N4O4-	Amino acids and Peptides	0,765	Small peptides	0,912	Aminoacids	0,782	Organic acids and derivatives	0,990	Carboxylic acids and derivatives	0,988	Amino acids, peptides, and analogues	0,985	Amino acids and derivatives	0,984	Alpha amino acids	0,824	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	186,038	70	1,174	650278129923129720	650277891703424100	415	
1	C5H14NO6P	[M - H]-	C5H13NO6P-	Amino acids and Peptides	0,698	Small peptides	0,528	Aminoacids	0,537	Organic acids and derivatives	0,914	Organic phosphoric acids and derivatives	0,923	Phosphate esters	0,880	Phosphoethanolamines	0,918	Phosphoethanolamines	0,918	Organic compounds; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Phosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	214,048	71	1,181	650278132032865541	650277898791798789	608	
1	C9H19O11P	[M - H]-	C9H18O11P-	Carbohydrates	0,970	Saccharides	0,766	Monosaccharides	0,478	Organic oxygen compounds	1,000	Organooxygen compounds	0,999	Carbohydrates and carbohydrate conjugates	0,949	Monosaccharides	0,917	Hexoses	0,846	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Monocarboxylic acids and derivatives; Hexoses; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Carbonyl compounds; Oxanes; Polyols; Alkyl phosphates; Monoalkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	333,060	71	1,182	650278140538916038	650277957746940232	1492	
1	C2H6N5O2	[M - H]-	C2H5N5O2-	Alkaloids	0,749	Histidine alkaloids	0,611	Imidazole alkaloids	0,606	Organic acids and derivatives	0,982	Carboxylic acids and derivatives	0,968	Amino acids, peptides, and analogues	0,364	Amino acids and derivatives	0,357	Alpha amino acids and derivatives	0,559	Organic compounds; Alpha amino acids and derivatives; Hydrazines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Primary carboxylic acid amides; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	131,046	71	1,182	650278121916200739	650277877191130800	119	
1	H2O4S	[M - H]-	HO4S-	Fatty acids	0,424	Fatty acyls	0,112	Fatty alcohols	0,019	Organic oxygen compounds	1,000	Organic oxoanionic compounds	0,112	Organic peroxomonosulfates	0,631			Organic peroxomonosulfates	0,631	Organic compounds; Organic acids and derivatives; Organooxygen compounds; Organic sulfuric acids and derivatives; Sulfuric acid monoesters; Organic peroxomonosulfates; Sulfuric acid esters; Alkyl sulfates; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	96,962	71	1,188	650278129205903466	650277871063252171	17	
1	C10H20N2O9	[M - H]-	C10H19N2O9-	Amino acids and Peptides	0,903	Small peptides	0,813	Aminoacids	0,415	Organic acids and derivatives	0,999	Carboxylic acids and derivatives	0,999	Amino acids, peptides, and analogues	0,994	Amino acids and derivatives	0,994	Glycosyl-amino acids	0,692	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acids; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Glycosyl-amino acids; Carbonyl compounds; Oxanes; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Oxacyclic compounds; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Asparagine and derivatives; Aspartic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	311,110	71	1,189	650278124797688590	650277940109890887	1288	
1	C13H16N4O8	[M - H]-	C13H15N4O8-	Carbohydrates	0,919	Nucleosides	0,255	Purine nucleosides	0,082	Organic acids and derivatives	0,967	Carboxylic acids and derivatives	0,966	Amino acids, peptides, and analogues	0,684	Amino acids and derivatives	0,687	Alpha amino acids and derivatives	0,646	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Secondary alcohols; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Polyols; Amines; Primary amines; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	355,088	71	1,191	650278140467612845	650277966374624173	1612	
1	C10H18N2O8	[M - H]-	C10H17N2O8-	Amino acids and Peptides	0,892	Small peptides	0,415	Aminoacids	0,315	Organic acids and derivatives	0,999	Carboxylic acids and derivatives	0,996	Amino acids, peptides, and analogues	0,980	Amino acids and derivatives	0,979	Alpha amino acids	0,975	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Hydroxy fatty acids; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Carboxylic acid derivatives; Carboxylic acids; Monosaccharides; Secondary alcohols; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	293,099	71	1,191	650278138143968005	650277926121886152	1107	
