formulaRank,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,compoundId,mappingFeatureId,overallFeatureQuality
1,C10H10Cl2N6O3S,[M - H]-,C10H9Cl2N6O3S-,Amino acids and Peptides,0.604,β-lactams,0.054,Penicillins,0.027,Benzenoids,0.811,Benzene and substituted derivatives,0.960,Halobenzenes,0.940,Chlorobenzenes,0.955,Dichlorobenzenes,0.541,Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Halobenzenes; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Aryl chlorides; Carboxylic acid derivatives; Chlorobenzenes; Thioethers; Organochlorides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Dichlorobenzenes; Aryl halides; Sulfenyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,362.982,66,1.094,832179003378120617,832177668062713783,832177668062713782,1598,
1,C14H10F12O4,[M - H]-,C14H9F12O4-,Terpenoids,0.197,Monoterpenoids,0.020,Halogenated fatty acids,0.059,Organic oxygen compounds,0.998,Organooxygen compounds,0.998,Alcohols and polyols,0.556,,,Alcohols and polyols,0.556,Organic compounds; Alcohols and polyols; Organohalogen compounds; Organooxygen compounds; Alkyl fluorides; Organofluorides; Alkyl halides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,469.030,66,1.098,832178976324854008,832177678791744558,832177678791744557,1821,
1,C6H8N2O5S3,[M - H]-,C6H7N2O5S3-,Amino acids and Peptides,0.999,Small peptides,0.997,Aminoacids,0.996,Organic acids and derivatives,0.996,Carboxylic acids and derivatives,0.954,"Amino acids, peptides, and analogues",0.976,Amino acids and derivatives,0.975,Alpha amino acids,0.717,"Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",282.951,67,1.115,832178987930495872,832177640363527158,832177640363527157,1010,
1,C3H7O4PS2,[M - H]-,C3H6O4PS2-,Fatty acids,0.211,Monoterpenoids,0.059,Thia fatty acids,0.014,Organosulfur compounds,0.443,Sulfenyl compounds,0.643,,,,,Sulfenyl compounds,0.643,Organic compounds; Organic acids and derivatives; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,200.946,67,1.117,832178991277550813,832177621367521842,832177621367521841,513,
1,C12H6F16O2,[M - H]-,C12H5F16O2-,Fatty acids,0.588,Fatty acyls,0.060,Halogenated fatty acids,0.219,Organohalogen compounds,1.000,Halohydrins,0.595,,,,,Halohydrins,0.595,Organic compounds; Alcohols and polyols; Organohalogen compounds; Primary alcohols; Organooxygen compounds; Alkyl fluorides; Organofluorides; Halohydrins; Alkyl halides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,485.004,67,1.121,832178985170643289,832177679940983944,832177679940983943,1839,
1,C13H13F6IN2O4,[M - H]-,C13H12F6IN2O4-,Alkaloids,0.312,Small peptides,0.032,Phenylethylamines,0.034,Benzenoids,0.989,Benzene and substituted derivatives,0.991,Benzoic acids and derivatives,0.239,Halobenzoic acids and derivatives,0.222,2-halobenzoic acids and derivatives,0.583,Organic compounds; Halobenzenes; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Organic carbonic acids and derivatives; Alkyl fluorides; Aryl iodides; Carboxylic acid derivatives; Iodobenzenes; Organofluorides; Organoiodides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Aryl halides; Alkyl halides; Vinyl halides; 2-halobenzoic acids and derivatives; Vinylogous halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities,500.978,67,1.124,832178993584418653,832177680507215029,832177680507215028,1848,
1,C10H16N4O4,[M - H]-,C10H15N4O4-,Amino acids and Peptides,0.999,Small peptides,1.000,Aminoacids,0.997,Organic acids and derivatives,1.000,Carboxylic acids and derivatives,1.000,"Amino acids, peptides, and analogues",1.000,Amino acids and derivatives,1.000,Arginine and derivatives,0.506,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Azoles; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Imidazolyl carboxylic acids and derivatives; Carbonyl compounds; Substituted imidazoles; Alpha amino acids; Amines; Primary amines; Carboximidamides; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Histidine and derivatives; Arginine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",255.109,68,1.125,832178981752284225,832177634105624828,832177634101430523,859,
1,C7H11N3O4S2Si,[M - H]-,C7H10N3O4S2Si-,Amino acids and Peptides,0.991,Small peptides,0.991,Aminoacids,0.984,Organic acids and derivatives,0.996,Carboxylic acids and derivatives,0.984,"Amino acids, peptides, and analogues",0.982,Amino acids and derivatives,0.982,Alpha amino acids,0.798,"Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",291.992,68,1.125,832178987615922990,832177642724920588,832177642724920587,1064,
1,C12H12N4O8S2,[M - H]-,C12H11N4O8S2-,Amino acids and Peptides,0.709,β-lactams,0.163,Pyrimidine nucleosides,0.130,Organic nitrogen compounds,1.000,Organonitrogen compounds,0.999,Sulfonylureas,0.571,,,Sulfonylureas,0.571,Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Sulfonylureas; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Sulfonyls; Carboxylic acid esters; Diazines; Carbonyl compounds; Aminosulfonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,403.002,68,1.126,832178979931955684,832177675364997792,832177675364997791,1744,
1,C5H8N2O8,[M - H]-,C5H7N2O8-,Amino acids and Peptides,0.950,Small peptides,0.981,Aminoacids,0.989,Organic acids and derivatives,0.992,Carboxylic acids and derivatives,0.990,"Amino acids, peptides, and analogues",0.983,Amino acids and derivatives,0.982,Alpha amino acids,0.855,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Organic nitro compounds; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Aspartic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",223.021,68,1.127,832178982029108372,832177626065142972,832177626065142971,643,
1,C2H9NO4P,[M - H]-,C2H8NO4P-,Amino acids and Peptides,0.566,Small peptides,0.285,Aminoacids,0.330,Organic acids and derivatives,0.997,Organic phosphoric acids and derivatives,0.999,Phosphate esters,0.993,Phosphoethanolamines,0.925,Phosphoethanolamines,0.925,Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Monoalkylamines; Phosphoethanolamines; Amines; Primary amines; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,141.018,68,1.129,832178992988827404,832177608356789029,832177608356789028,152,
1,C14H4N4O12,[M - H]-,C14H3N4O12-,Alkaloids,0.889,Anthranilic acid alkaloids,0.186,Phenazine alkaloids,0.045,"Organic 1,3-dipolar compounds",0.996,"Allyl-type 1,3-dipolar organic compounds",0.998,Organic nitro compounds,0.998,C-nitro compounds,0.998,Nitroaromatic compounds,0.996,"Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Organic nitro compounds; Carboxylic acids; Organic oxoazanium compounds; Benzenoids; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities",418.976,68,1.132,832178980322026118,832177676132555524,832177676132555523,1764,
1,C6H12O12P2,[M - H]-,C6H11O12P2-,Carbohydrates,0.997,Saccharides,0.810,Cyclitols,0.853,Organic oxygen compounds,1.000,Organooxygen compounds,0.999,Carbohydrates and carbohydrate conjugates,0.840,Monosaccharides,0.838,Monosaccharide phosphates,0.786,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Polyols; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,336.973,68,1.133,832179002904164207,832177661867726057,832177661867726056,1456,
1,C6H9FN2O3S2,[M - H]-,C6H8FN2O3S2-,Amino acids and Peptides,0.996,Small peptides,0.992,Aminoacids,0.996,Organic acids and derivatives,0.982,Carboxylic acids and derivatives,0.968,"Amino acids, peptides, and analogues",0.951,Amino acids and derivatives,0.950,Alpha amino acids,0.858,"Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Alkyl fluorides; Monocarboxylic acids and derivatives; Carboxylic acids; Organofluorides; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",238.996,68,1.134,832178986978388668,832177629718382259,832177629714187954,742,
1,CH6N2O5S,[M - H]-,CH5N2O5S-,Amino acids and Peptides,0.207,Ornithine alkaloids,0.282,Polyamines,0.756,Organic acids and derivatives,0.956,Organic sulfuric acids and derivatives,0.586,,,,,Organic sulfuric acids and derivatives,0.586,Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic sulfuric acids and derivatives; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,156.992,68,1.137,832178982725363110,832177611393465530,832177611389271225,233,
1,C9H11N2O7PS,[M - H]-,C9H10N2O7PS-,Alkaloids,0.154,Nucleosides,0.052,Aminoacids,0.066,"Organic 1,3-dipolar compounds",0.374,"Allyl-type 1,3-dipolar organic compounds",0.562,Organic nitro compounds,0.575,C-nitro compounds,0.656,Nitroaromatic compounds,0.607,"Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Organic nitro compounds; Organic oxoazanium compounds; Allyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities",320.999,68,1.137,832178998378509210,832177656440296094,832177656440296093,1343,
1,C9H10NO3,[M - H]-,C9H9NO3-,Amino acids and Peptides,0.547,Small peptides,0.294,Phenylethylamines,0.234,Benzenoids,0.999,Benzene and substituted derivatives,0.992,Aniline and substituted anilines,0.508,,,Aniline and substituted anilines,0.508,Organic compounds; Alcohols and polyols; Phenols; Organonitrogen compounds; Aniline and substituted anilines; Primary alcohols; Organooxygen compounds; Secondary alcohols; Benzene and substituted derivatives; Benzenoids; Amines; Aralkylamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities,179.058,70,1.173,832178983421617880,832177616468574075,832177616468574074,374,
1,C5H10F4N3O,[M - H3N - H]-,C5H6F4N2O-,Alkaloids,0.618,Histidine alkaloids,0.639,Imidazole alkaloids,0.637,Organoheterocyclic compounds,0.406,Azacyclic compounds,0.516,,,,,Azacyclic compounds,0.516,Organic compounds; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Alkyl fluorides; Organofluorides; Amines; Primary amines; Alkyl halides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,186.041,70,1.174,832178999825544401,832177617634590757,832177617634590756,408,
1,C9H19O11P,[M - H]-,C9H18O11P-,Carbohydrates,0.991,Saccharides,0.639,Cyclitols,0.454,Organic oxygen compounds,1.000,Organooxygen compounds,1.000,Carbohydrates and carbohydrate conjugates,0.932,Monosaccharides,0.838,Hexoses,0.764,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Hexoses; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Oxanes; Polyols; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,333.062,71,1.178,832179014610469937,832177661662205131,832177661662205130,1450,
1,C4H8N2O3,[M - H]-,C4H7N2O3-,Amino acids and Peptides,1.000,Small peptides,1.000,Aminoacids,1.000,Organic acids and derivatives,1.000,Carboxylic acids and derivatives,1.000,"Amino acids, peptides, and analogues",0.999,Amino acids and derivatives,0.999,Alpha amino acids,0.995,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Asparagine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",131.048,71,1.182,832178999313839147,832177607052360330,832177607052360329,121,
1,C4H13N3O5S,[M - H]-,C4H12N3O5S-,Amino acids and Peptides,0.930,Small peptides,0.935,Aminoacids,0.982,Organic acids and derivatives,0.987,Carboxylic acids and derivatives,0.870,"Amino acids, peptides, and analogues",0.964,Amino acids and derivatives,0.963,Alpha amino acids,0.944,"Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Sulfinic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Carbo-azosulfones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",214.050,71,1.183,832179005932452801,832177624286757826,832177624286757825,593,
1,C11H16N6O5,[M - H]-,C11H15N6O5-,Amino acids and Peptides,0.970,Small peptides,0.995,Dipeptides,0.810,Organic acids and derivatives,1.000,Carboxylic acids and derivatives,1.000,"Amino acids, peptides, and analogues",1.000,Amino acids and derivatives,1.000,Histidine and derivatives,0.894,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Guanidines; Azoles; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Imidazolyl carboxylic acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Substituted imidazoles; N-acyl-alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Histidine and derivatives; Asparagine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",311.112,71,1.185,832179011162751143,832177651495211197,832177651495211196,1250,
