formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
2	C6H6F6O2	[M - H]-	C6H5F6O2-	Fatty acids	0.924	Fatty Acids and Conjugates	0.936	Halogenated fatty acids	0.916	Lipids and lipid-like molecules	0.792	Fatty Acyls	0.840	Fatty acids and conjugates	0.873	Halogenated fatty acids	0.900	Halogenated fatty acids	0.900	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Halogenated fatty acids; Alkyl fluorides; Monocarboxylic acids and derivatives; Carboxylic acids; Organofluorides; Carbonyl compounds; Alkyl halides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	223.020	66	1.095	832570286452413083	832570072169607718	832570072169607717	637	
1	C3H7O4PS2	[M - H]-	C3H6O4PS2-	Fatty acids	0.219	Monoterpenoids	0.034	Thia fatty acids	0.010	Organosulfur compounds	0.460	Sulfenyl compounds	0.631					Sulfenyl compounds	0.631	Organic compounds; Organic acids and derivatives; Organooxygen compounds; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	200.945	67	1.117	832570284690805041	832570067732033451	832570067727839146	510	
1	C12H9F15O2	[M - H]-	C12H8F15O2-	Fatty acids	0.536	Monoterpenoids	0.038	Halogenated fatty acids	0.349	Organohalogen compounds	1.000	Alkyl halides	1.000	Alkyl fluorides	1.000			Alkyl fluorides	1.000	Organic compounds; Organohalogen compounds; Organooxygen compounds; Alkyl fluorides; Organofluorides; Alkyl halides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	469.029	67	1.122	832570281326972453	832570124896209229	832570124896209228	1804	
1	C10H16N4O4	[M - H]-	C10H15N4O4-	Amino acids and Peptides	1.000	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	1.000	Amino acids and derivatives	1.000	Arginine and derivatives	0.537	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Azoles; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Imidazolyl carboxylic acids and derivatives; Carbonyl compounds; Substituted imidazoles; Alpha amino acids; Amines; Primary amines; Carboximidamides; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Histidine and derivatives; Arginine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	255.108	67	1.123	832570294249626157	832570080323335767	832570080323335766	850	
1	C12H6F16O2	[M - H]-	C12H5F16O2-	Fatty acids	0.561	Fatty acyls	0.056	Halogenated fatty acids	0.196	Organohalogen compounds	1.000	Halohydrins	0.614					Halohydrins	0.614	Organic compounds; Alcohols and polyols; Organohalogen compounds; Primary alcohols; Organooxygen compounds; Alkyl fluorides; Organofluorides; Halohydrins; Alkyl halides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	485.003	68	1.130	832570281704459970	832570126150306215	832570126150306214	1822	
1	C12H12N4O8S2	[M - H]-	C12H11N4O8S2-	Amino acids and Peptides	0.309	β-lactams	0.017	Cephalosporins	0.008	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Ethers	0.901	Alkyl aryl ethers	0.950	Alkyl aryl ethers	0.950	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Sulfonylureas; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Sulfonyls; Carboxylic acid esters; Carbonyl compounds; Aminosulfonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	403.000	68	1.131	832570287169639245	832570121448490948	832570121448490947	1727	
1	C9H11N2O6PS2	[M - H]-	C9H10N2O6PS2-	Amino acids and Peptides	0.760	Nucleosides	0.629	Aminoacids	0.562	Organic acids and derivatives	0.982	Organic phosphoric acids and derivatives	0.932	Phosphate esters	0.682			Phosphate esters	0.682	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Monocarboxylic acids and derivatives; Carbonyl compounds; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	336.972	68	1.133	832570294253820473	832570107967996444	832570107967996443	1442	
1	C6H6F2N2O4S	[M - H]-	C6H5F2N2O4S-	Alkaloids	0.376	Histidine alkaloids	0.160	Imidazole alkaloids	0.162	Organosulfur compounds	0.952	Sulfonyls	0.778					Sulfonyls	0.778	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl fluorides; Sulfonyls; Organofluorides; Alkyl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	238.994	68	1.135	832570295939931421	832570076036756509	832570076036756508	736	
1	C14H4N4O12	[M - H]-	C14H3N4O12-	Alkaloids	0.877	Anthranilic acid alkaloids	0.177	Phenazine alkaloids	0.049	Benzenoids	0.993	Benzene and substituted derivatives	0.299	Benzoic acids and derivatives	0.281	Nitrobenzoic acids and derivatives	0.512	Nitrobenzoic acids and derivatives	0.512	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Organic nitro compounds; Carboxylic acids; Organic oxoazanium compounds; Nitrobenzoic acids and derivatives; Benzenoids; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	418.974	68	1.136	832570298079027397	832570122216048680	832570122216048679	1747	
2	C8H10N4O6S2	[M - H]-	C8H9N4O6S2-	Amino acids and Peptides	0.938	Small peptides	0.923	Imidazole alkaloids	0.636	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.989	Amino acids, peptides, and analogues	0.984	Amino acids and derivatives	0.984	Alpha amino acids and derivatives	0.990	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	320.998	68	1.136	832570291439441858	832570102863527909	832570102863527908	1330	
1	C5H6N2S2	[M - H]-	C5H5N2S2-	Alkaloids	0.376	Fatty acyls	0.283	Imidazole alkaloids	0.115	Organoheterocyclic compounds	0.550	Azacyclic compounds	0.532					Azacyclic compounds	0.532	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organonitrogen compounds; Azacyclic compounds; Hydrocarbon derivatives; Organic nitrogen compounds; Chemical entities	156.991	68	1.138	832570283549954053	832570058076744253	832570058072549948	232	
2	C6H14BCl2N	[M - H]-	C6H13BCl2N-	Alkaloids	0.263	Monoterpenoids	0.096	Pinane monoterpenoids	0.195	Organometallic compounds	0.979	Organometalloid compounds	0.979	Organoboron compounds	0.721	Alkylboranes	0.740	Alkylhaloboranes	0.521	Organic compounds; Organonitrogen compounds; Organometallic compounds; Organometalloid compounds; Amines; Organoboron compounds; Organic salts; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Alkylboranes; Alkylhaloboranes; Organic nitrogen compounds; Chemical entities	179.056	70	1.173	832570282933391273	832570062875028714	832570062875028713	369	
3	C3H4F3NO	[M + C2H4O2 - H]-	C5H7F3NO3-	Fatty acids	0.319	Small peptides	0.036	Halogenated fatty acids	0.169	Organohalogen compounds	1.000	Halohydrins	0.524					Halohydrins	0.524	Organic compounds; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Alkyl fluorides; Organofluorides; Amines; Primary amines; Halohydrins; Alkyl halides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	186.038	70	1.174	832570307394579321	832570064015879582	832570064015879581	405	
1	C9H19O11P	[M - H]-	C9H18O11P-	Carbohydrates	0.991	Saccharides	0.730	Cyclitols	0.408	Organic oxygen compounds	1.000	Organooxygen compounds	0.999	Carbohydrates and carbohydrate conjugates	0.946	Monosaccharides	0.874	Hexoses	0.773	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Hexoses; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Oxanes; Polyols; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	333.060	70	1.174	832570308459933174	832570107812807171	832570107812807170	1437	
1	C4H8N2O3	[M - H]-	C4H7N2O3-	Amino acids and Peptides	0.999	Small peptides	0.999	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.997	Amino acids and derivatives	0.997	Alpha amino acids	0.990	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Asparagine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	131.046	71	1.182	832570307184864069	832570053622392835	832570053622392834	118	
1	C7H9N3O5	[M - H]-	C7H8N3O5-	Amino acids and Peptides	0.995	Small peptides	0.998	Aminoacids	0.998	Organic acids and derivatives	0.990	Carboxylic acids and derivatives	0.993	Amino acids, peptides, and analogues	0.995	Amino acids and derivatives	0.995	Alpha amino acids	0.966	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Aspartic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	214.048	71	1.183	832570301522552277	832570070445748529	832570070445748528	588	
1	C10H20N2O9	[M - H]-	C10H19N2O9-	Amino acids and Peptides	0.877	Small peptides	0.827	Aminosugars	0.465	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.994	Amino acids and derivatives	0.994	Glycosyl-amino acids	0.722	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acids; Hexoses; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Glycosyl-amino acids; Carbonyl compounds; Oxanes; Polyols; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Oxacyclic compounds; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Asparagine and derivatives; Aspartic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	311.110	71	1.185	832570308719980141	832570097834556937	832570097834556936	1238	
1	C13H16N4O8	[M - H]-	C13H15N4O8-	Carbohydrates	0.972	Nucleosides	0.342	Purine nucleosides	0.097	Organic acids and derivatives	0.968	Carboxylic acids and derivatives	0.963	Amino acids, peptides, and analogues	0.633	Amino acids and derivatives	0.637	Alpha amino acids and derivatives	0.572	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; Glycosylamines; Polyols; Amines; Primary amines; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	355.088	71	1.191	832570311131705727	832570112808223793	832570112808223792	1547	
1	C9H13N3O5	[M - H]-	C9H12N3O5-	Amino acids and Peptides	1.000	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	1.000	Amino acids and derivatives	1.000	Alpha amino acids	0.997	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	242.080	71	1.191	832570301853902379	832570077093721262	832570077093721261	765	
1	C10H18N2O8	[M - H]-	C10H17N2O8-	Carbohydrates	0.813	Small peptides	0.416	Aminosugars	0.460	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.997	Amino acids, peptides, and analogues	0.981	Amino acids and derivatives	0.981	Glycosyl-amino acids	0.554	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Hydroxy fatty acids; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Hexoses; Monosaccharides; Secondary alcohols; Glycosyl-amino acids; Carbonyl compounds; Oxanes; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	293.099	72	1.192	832570304919939406	832570089672440473	832570089672440472	1065	
1	C5H9NO4	[M - H]-	C5H8NO4-	Amino acids and Peptides	1.000	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	0.997	Carboxylic acids and derivatives	0.998	Amino acids, peptides, and analogues	0.999	Amino acids and derivatives	0.999	Alpha amino acids	0.862	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Amino fatty acids; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	146.046	72	1.196	832570298645258635	832570056365467986	832570056365467985	185	
1	C6H13O9P	[M - H]-	C6H12O9P-	Carbohydrates	0.956	Saccharides	0.701	Monosaccharides	0.667	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.985	Monosaccharides	0.981	Hexoses	0.892	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Medium-chain hydroxy acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Organic phosphoric acids and derivatives; Phosphate esters; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Alpha hydroxy acids and derivatives; Hexoses; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Polyols; Medium-chain fatty acids; Alkyl phosphates; Monoalkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	259.023	72	1.199	832570310804549929	832570081367717593	832570081363523288	876	
