formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C12H9F15O2	[M - H]-	C12H8F15O2-	Fatty acids	0.536	Monoterpenoids	0.038	Halogenated fatty acids	0.349	Organohalogen compounds	1.000	Alkyl halides	1.000	Alkyl fluorides	1.000			Alkyl fluorides	1.000	Organic compounds; Organohalogen compounds; Organooxygen compounds; Alkyl fluorides; Organofluorides; Alkyl halides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	469.029	67	1.112	857713288725392026	857712834612287088	857712834612287087	1804	
1	C3H7O4PS2	[M - H]-	C3H6O4PS2-	Fatty acids	0.219	Monoterpenoids	0.034	Thia fatty acids	0.010	Organosulfur compounds	0.460	Sulfenyl compounds	0.631					Sulfenyl compounds	0.631	Organic compounds; Organic acids and derivatives; Organooxygen compounds; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	200.945	67	1.117	857713294408675600	857712776726691022	857712776726691021	510	
1	C10H16N4O4	[M - H]-	C10H15N4O4-	Amino acids and Peptides	1.000	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	1.000	Amino acids and derivatives	1.000	Arginine and derivatives	0.537	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Azoles; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Imidazolyl carboxylic acids and derivatives; Carbonyl compounds; Substituted imidazoles; Alpha amino acids; Amines; Primary amines; Carboximidamides; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Histidine and derivatives; Arginine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	255.108	67	1.123	857713293423013880	857712789162804090	857712789162804089	850	
1	C12H12N4O8S2	[M - H]-	C12H11N4O8S2-	Amino acids and Peptides	0.309	β-lactams	0.017	Cephalosporins	0.008	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Ethers	0.901	Alkyl aryl ethers	0.950	Alkyl aryl ethers	0.950	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Sulfonylureas; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Sulfonyls; Carboxylic acid esters; Carbonyl compounds; Aminosulfonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	403.000	68	1.127	857713274099850295	857712829872723175	857712829872723174	1727	
1	C12H6F16O2	[M - H]-	C12H5F16O2-	Fatty acids	0.561	Fatty acyls	0.056	Halogenated fatty acids	0.196	Organohalogen compounds	1.000	Halohydrins	0.614					Halohydrins	0.614	Organic compounds; Alcohols and polyols; Organohalogen compounds; Primary alcohols; Organooxygen compounds; Alkyl fluorides; Organofluorides; Halohydrins; Alkyl halides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	485.003	68	1.128	857713290155649955	857712836034156234	857712836034156233	1822	
1	C5H8N2O8	[M - H]-	C5H7N2O8-	Amino acids and Peptides	0.949	Small peptides	0.973	Aminoacids	0.986	Organic acids and derivatives	0.994	Carboxylic acids and derivatives	0.992	Amino acids, peptides, and analogues	0.979	Amino acids and derivatives	0.978	Alpha amino acids	0.784	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic 1,3-dipolar compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Aspartic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	223.020	68	1.129	857713278952661410	857712781302677321	857712781302677320	637	
1	C4H4N3O3	[M - H]-	C4H3N3O3-	Alkaloids	0.810	Histidine alkaloids	0.980	Imidazole alkaloids	0.981	Organoheterocyclic compounds	0.986	Azoles	0.732					Azoles	0.732	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Organic nitro compounds; Organic oxoazanium compounds; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	141.017	68	1.131	857713282396186120	857712764366075334	857712764361881029	150	
1	C14H4N4O12	[M - H]-	C14H3N4O12-	Alkaloids	0.877	Anthranilic acid alkaloids	0.177	Phenazine alkaloids	0.049	Benzenoids	0.993	Benzene and substituted derivatives	0.299	Benzoic acids and derivatives	0.281	Nitrobenzoic acids and derivatives	0.512	Nitrobenzoic acids and derivatives	0.512	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Organic nitro compounds; Carboxylic acids; Organic oxoazanium compounds; Nitrobenzoic acids and derivatives; Benzenoids; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	418.974	68	1.131	857713281255335164	857712830686418251	857712830686418250	1747	
2	C8H10N4O6S2	[M - H]-	C8H9N4O6S2-	Amino acids and Peptides	0.938	Small peptides	0.923	Imidazole alkaloids	0.636	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.989	Amino acids, peptides, and analogues	0.984	Amino acids and derivatives	0.984	Alpha amino acids and derivatives	0.990	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	320.998	68	1.133	857713289006410440	857712811556195592	857712811556195591	1330	
1	C9H11N2O6PS2	[M - H]-	C9H10N2O6PS2-	Amino acids and Peptides	0.760	Nucleosides	0.629	Aminoacids	0.562	Organic acids and derivatives	0.982	Organic phosphoric acids and derivatives	0.932	Phosphate esters	0.682			Phosphate esters	0.682	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Monocarboxylic acids and derivatives; Carbonyl compounds; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	336.972	68	1.135	857713290579274713	857712816836824895	857712816836824894	1442	
1	C5H6N2S2	[M - H]-	C5H5N2S2-	Alkaloids	0.376	Fatty acyls	0.283	Imidazole alkaloids	0.115	Organoheterocyclic compounds	0.550	Azacyclic compounds	0.532					Azacyclic compounds	0.532	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organonitrogen compounds; Azacyclic compounds; Hydrocarbon derivatives; Organic nitrogen compounds; Chemical entities	156.991	68	1.136	857713277048446943	857712767390168928	857712767385974623	232	
1	C6H6F2N2O4S	[M - H]-	C6H5F2N2O4S-	Alkaloids	0.376	Histidine alkaloids	0.160	Imidazole alkaloids	0.162	Organosulfur compounds	0.952	Sulfonyls	0.778					Sulfonyls	0.778	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl fluorides; Sulfonyls; Organofluorides; Alkyl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	238.994	68	1.139	857713289077713633	857712784947528000	857712784947527999	736	
2	C6H14BCl2N	[M - H]-	C6H13BCl2N-	Alkaloids	0.263	Monoterpenoids	0.096	Pinane monoterpenoids	0.195	Organometallic compounds	0.979	Organometalloid compounds	0.979	Organoboron compounds	0.721	Alkylboranes	0.740	Alkylhaloboranes	0.521	Organic compounds; Organonitrogen compounds; Organometallic compounds; Organometalloid compounds; Amines; Organoboron compounds; Organic salts; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Alkylboranes; Alkylhaloboranes; Organic nitrogen compounds; Chemical entities	179.056	70	1.173	857713273969826820	857712772050041357	857712772050041356	369	
3	C3H4F3NO	[M + C2H4O2 - H]-	C5H7F3NO3-	Fatty acids	0.319	Small peptides	0.036	Halogenated fatty acids	0.169	Organohalogen compounds	1.000	Halohydrins	0.524					Halohydrins	0.524	Organic compounds; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Alkyl fluorides; Organofluorides; Amines; Primary amines; Halohydrins; Alkyl halides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	186.038	70	1.174	857713301899704636	857712773161532097	857712773157337792	405	
1	C9H19O11P	[M - H]-	C9H18O11P-	Carbohydrates	0.991	Saccharides	0.730	Cyclitols	0.408	Organic oxygen compounds	1.000	Organooxygen compounds	0.999	Carbohydrates and carbohydrate conjugates	0.946	Monosaccharides	0.874	Hexoses	0.773	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Hexoses; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Oxanes; Polyols; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	333.060	71	1.177	857713296463885038	857712816685829926	857712816685829925	1437	
1	C4H8N2O3	[M - H]-	C4H7N2O3-	Amino acids and Peptides	0.999	Small peptides	0.999	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.997	Amino acids and derivatives	0.997	Alpha amino acids	0.990	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Asparagine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	131.046	71	1.179	857713301006317649	857712762927428902	857712762927428901	118	
1	C7H9N3O5	[M - H]-	C7H8N3O5-	Amino acids and Peptides	0.995	Small peptides	0.998	Aminoacids	0.998	Organic acids and derivatives	0.990	Carboxylic acids and derivatives	0.993	Amino acids, peptides, and analogues	0.995	Amino acids and derivatives	0.995	Alpha amino acids	0.966	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Aspartic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	214.048	71	1.182	857713301266364544	857712779541069396	857712779541069395	588	
1	C10H20N2O9	[M - H]-	C10H19N2O9-	Amino acids and Peptides	0.877	Small peptides	0.827	Aminosugars	0.465	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.994	Amino acids and derivatives	0.994	Glycosyl-amino acids	0.722	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acids; Hexoses; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Glycosyl-amino acids; Carbonyl compounds; Oxanes; Polyols; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Oxacyclic compounds; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Asparagine and derivatives; Aspartic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	311.110	71	1.185	857713298057721408	857712806615305004	857712806615305003	1238	
1	C13H16N4O8	[M - H]-	C13H15N4O8-	Carbohydrates	0.972	Nucleosides	0.342	Purine nucleosides	0.097	Organic acids and derivatives	0.968	Carboxylic acids and derivatives	0.963	Amino acids, peptides, and analogues	0.633	Amino acids and derivatives	0.637	Alpha amino acids and derivatives	0.572	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; Glycosylamines; Polyols; Amines; Primary amines; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	355.088	71	1.191	857713303527094899	857712821463142740	857712821463142739	1547	
1	C10H18N2O8	[M - H]-	C10H17N2O8-	Carbohydrates	0.813	Small peptides	0.416	Aminosugars	0.460	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.997	Amino acids, peptides, and analogues	0.981	Amino acids and derivatives	0.981	Glycosyl-amino acids	0.554	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Hydroxy fatty acids; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Hexoses; Monosaccharides; Secondary alcohols; Glycosyl-amino acids; Carbonyl compounds; Oxanes; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	293.099	71	1.192	857713301807429927	857712798490937276	857712798490937275	1065	
1	C9H13N3O5	[M - H]-	C9H12N3O5-	Amino acids and Peptides	1.000	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	1.000	Amino acids and derivatives	1.000	Alpha amino acids	0.997	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	242.080	72	1.193	857713300897265696	857712785996104145	857712785996104144	765	
