formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C7H11ClN4O2	[M - H]-	C7H10ClN4O2-	Alkaloids	0.829	Histidine alkaloids	0.258	Imidazole alkaloids	0.253	Organic nitrogen compounds	1.000	Organonitrogen compounds	0.999	Guanidines	0.826	Nitroguanidines	0.903	Nitroguanidines	0.903	Organic compounds; Organoheterocyclic compounds; Organohalogen compounds; Organonitrogen compounds; Guanidines; Aryl chlorides; Organic nitro compounds; Organochlorides; Nitramines; Aryl halides; Carboximidamides; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroguanidines; Organic nitrogen compounds; Chemical entities	217.047	73	1.222	832639128165861962	832638588618963179	832638588618963178	930	
1	C6H13ClO6	[M - H]-	C6H12ClO6-	Carbohydrates	0.372	Saccharides	0.230	Monosaccharides	0.168	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.679	Monosaccharides	0.566	Monosaccharides	0.566	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organohalogen compounds; Primary alcohols; Organooxygen compounds; Alkyl chlorides; Organochlorides; Monosaccharides; Acetals; Secondary alcohols; Halohydrins; Chlorohydrins; Alkyl halides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	215.033	73	1.222	832639015875953618	832638587671050310	832638587671050309	897	
4	C12H22O12	[M - H]-	C12H21O12-	Carbohydrates	0.997	Saccharides	0.999	Disaccharides	1.000	Lipids and lipid-like molecules	0.717	Fatty Acyls	0.817	Fatty acyl glycosides	0.618	Fatty acyl glycosides of mono- and disaccharides	0.558	Fatty acyl glycosides of mono- and disaccharides	0.558	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Sugar acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Disaccharides; Acetals; Secondary alcohols; Beta hydroxy acids and derivatives; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	357.103	74	1.225	832639322592827656	832638633573520865	832638633573520864	2402	
1	C10H12N4O5	[M - H]-	C10H11N4O5-	Amino acids and Peptides	0.862	Small peptides	0.875	Aminoacids	0.683	Organic acids and derivatives	0.956	Carboxylic acids and derivatives	0.877	Amino acids, peptides, and analogues	0.889	Amino acids and derivatives	0.886	Alpha amino acids	0.595	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	267.072	74	1.238	832639246365544233	832638601638085195	832638601638085194	1407	
1	C14H26O13	[M - H]-	C14H25O13-	Carbohydrates	1.000	Saccharides	1.000	Disaccharides	1.000	Lipids and lipid-like molecules	0.357	Fatty Acyls	0.416	Fatty acyl glycosides	0.532	Alkyl glycosides	0.516	Alkyl glycosides	0.516	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Fatty alcohols; Disaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	401.129	74	1.238	832639336304007599	832638643262364608	832638643262364607	2700	
1	C7H8N4O3	[M - H]-	C7H7N4O3-	Alkaloids	0.436	Histidine alkaloids	0.136	Imidazole alkaloids	0.136	Organic 1,3-dipolar compounds	0.902	Allyl-type 1,3-dipolar organic compounds	0.895	Organic nitro compounds	0.833	C-nitro compounds	0.837	Nitroaromatic compounds	0.755	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Organic nitro compounds; Organic oxoazanium compounds; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	195.051	75	1.247	832639290510595294	832638582000350237	832638582000350236	684	
1	C4H13NO2P2	[M - H]-	C4H12NO2P2-	Alkaloids	0.385	Ornithine alkaloids	0.547	Polyamines	0.845	Organic nitrogen compounds	0.999	Organonitrogen compounds	0.998	Amines	0.992	Primary amines	0.972	Monoalkylamines	0.969	Organic compounds; Organonitrogen compounds; Organophosphorus compounds; Monoalkylamines; Amines; Primary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	168.034	75	1.247	832639292918126094	832638574085697199	832638574085697198	406	
1	C16H19F3N2O7S	[M - H]-	C16H18F3N2O7S-	Alkaloids	0.375	Small peptides	0.009	Pyrimidine nucleosides	0.009	Organic acids and derivatives	0.982	Carboxylic acids and derivatives	0.892	Carboxylic acid derivatives	0.956	Carboxylic acid esters	0.960	Carboxylic acid esters	0.960	Organic compounds; Organosulfur compounds; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl fluorides; Carboxylic acid derivatives; Carboxylic acid esters; Organofluorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	439.076	75	1.258	832639362799426195	832638649843228437	832638649843228436	2868	
1	C7H12N4O6S	[M - H]-	C7H11N4O6S-	Amino acids and Peptides	0.534	Small peptides	0.113	Saxitoxins	0.057	Organic acids and derivatives	0.987	Carboxylic acids and derivatives	0.523	Amino acids, peptides, and analogues	0.450	Amino acids and derivatives	0.441	Alpha amino acids and derivatives	0.596	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic sulfuric acids and derivatives; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	279.039	76	1.260	832639277063655997	832638604842534029	832638604842534028	1520	
4	C7H16NO7P	[M - H]-	C7H15NO7P-	Carbohydrates	0.995	Saccharides	0.691	Monosaccharides	0.730	Organic oxygen compounds	1.000	Organooxygen compounds	0.999	Carbohydrates and carbohydrate conjugates	0.941	Monosaccharides	0.913	Hexoses	0.524	Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Hexoses; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Polyols; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	256.059	76	1.267	832639364141603580	832638598739820621	832638598739820620	1305	
1	C23H36O20	[M - H]-	C23H35O20-	Carbohydrates	0.999	Saccharides	1.000	Polysaccharides	0.445	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	1.000	Oligosaccharides	0.929	Oligosaccharides	0.929	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Alcohols and polyols; Oligosaccharides; Sugar acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Glucuronides; Hydroxy acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Acetals; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Oxanes; Glucuronic acid derivatives; Glycosyl compounds; C-glycosyl compounds; O-glycosyl compounds; Polyols; O-glucuronides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	631.172	76	1.268	832640546478161105	832638666247153753	832638666247153752	3335	
2	C21H27F3N4O5S	[M - H]-	C21H26F3N4O5S-	Alkaloids	0.702	Steroids	0.006	Glycerophosphoethanolamines	0.008	Benzenoids	0.993	Benzene and substituted derivatives	0.983	Benzenesulfonamides	0.762			Benzenesulfonamides	0.762	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Benzenesulfonamides; Halobenzenes; Pyrimidines and pyrimidine derivatives; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Sulfones; Alkyl fluorides; Sulfonyls; Dialkyl ethers; Organofluorides; Tertiary alcohols; Trialkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; Alkyl halides; Aminosulfonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	503.161	76	1.271	832639407078694262	832638658558993387	832638658558993386	3112	
1	C12H18N2O4S2	[M - H]-	C12H17N2O4S2-	Amino acids and Peptides	0.968	Small peptides	0.067	Aminoacids	0.023	Organic acids and derivatives	0.972	Carboxylic acids and derivatives	0.924	Amino acids, peptides, and analogues	0.539	Amino acids and derivatives	0.533	Alpha amino acids and derivatives	0.563	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	317.064	76	1.273	832639299582875478	832638619426131320	832638619426131319	1974	
1	C6H7F3N4O	[M - H]-	C6H6F3N4O-	Alkaloids	0.839	Histidine alkaloids	0.607	Imidazole alkaloids	0.607	Organoheterocyclic compounds	0.995	Azoles	0.589					Azoles	0.589	Organic compounds; Organoheterocyclic compounds; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Alkyl fluorides; Organofluorides; Amines; Primary amines; Alkyl halides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	207.051	76	1.273	832639365336980382	832638585796196057	832638585796196056	824	
1	C7H12O6	[M - H]-	C7H11O6-	Shikimates and Phenylpropanoids	0.885	Phenolic acids (C6-C1)	0.981	Simple phenolic acids	0.697	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Alcohols and polyols	0.993	Cyclic alcohols and derivatives	0.977	Cyclitols and derivatives	0.940	Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Polyols; Cyclitols and derivatives; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	191.057	77	1.277	832639292477724038	832638581136323443	832638581136323442	650	
1	C8H10N4O3	[M - H]-	C8H9N4O3-	Alkaloids	0.911	Histidine alkaloids	0.815	Imidazole alkaloids	0.815	Organic 1,3-dipolar compounds	0.791	Allyl-type 1,3-dipolar organic compounds	0.811	Organic nitro compounds	0.826	C-nitro compounds	0.776	Nitroaromatic compounds	0.692	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Organic nitro compounds; Organic oxoazanium compounds; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	209.067	78	1.298	832639412623564737	832638586119157530	832638586119157529	837	
2	C32H38O17	[M - H]-	C32H37O17-	Shikimates and Phenylpropanoids	0.752	Flavonoids	0.554	Flavones	0.676	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.993	Glycosyl compounds	0.981	Phenolic glycosides	0.773	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Benzoic acids and derivatives; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Primary alcohols; Benzoyl derivatives; Organooxygen compounds; Benzoic acid esters; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Vinylogous acids; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	693.209	78	1.300	832639716068879442	832638668214282664	832638668214282663	3402	
1	C9H10NO2	[M - H]-	C9H9NO2-	Alkaloids	0.826	Small peptides	0.657	Aminoacids	0.313	Benzenoids	0.978	Phenols	0.743	1-hydroxy-2-unsubstituted benzenoids	0.620			1-hydroxy-2-unsubstituted benzenoids	0.620	Organic compounds; Organoheterocyclic compounds; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Aralkylamines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	163.062	78	1.301	832639449244034285	832638573188115988	832638573188115987	375	
1	C7H8N4O2	[M - H]-	C7H7N4O2-	Alkaloids	0.998	Pseudoalkaloids (transamidation)	0.976	Purine alkaloids	0.988	Organoheterocyclic compounds	0.999	Imidazopyrimidines	0.644	Purines and purine derivatives	0.732	Purinones	0.449	6-oxopurines	0.515	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Organonitrogen compounds; Azoles; Diazines; 6-oxopurines; Imidazopyrimidines; Substituted imidazoles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	179.057	78	1.302	832639448367424571	832638577478889685	832638577478889684	516	
2	C13H23NO5S2	[M - H]-	C13H22NO5S2-	Amino acids and Peptides	0.884	Amino acid glycosides	0.107	Glucosinolates	0.019	Organic acids and derivatives	0.972	Organic sulfuric acids and derivatives	0.624					Organic sulfuric acids and derivatives	0.624	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic sulfuric acids and derivatives; Carboxylic acid esters; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	336.093	79	1.313	832639417858056723	832638627277869636	832638627277869635	2217	
