formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	C4H10O9	[M - H]-	C4H9O9-	Fatty acids	0,985	Fatty Acids and Conjugates	0,689	Dicarboxylic acids	0,378	Organic acids and derivatives	0,611	Carboxylic acids and derivatives	0,356	Carboxylic acids	0,558			Carboxylic acids	0,558	Organic compounds; Alcohols and polyols; Organic acids and derivatives; Organooxygen compounds; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	201,025	62	1,027	694879189363392090	694877368255296049	759	
1	C9H8Cl2N4O3S	[M - H]-	C9H7Cl2N4O3S-	Alkaloids	0,189	Histidine alkaloids	0,048	Imidazole alkaloids	0,047	Organohalogen compounds	1,000	Aryl halides	0,987	Aryl chlorides	0,988			Aryl chlorides	0,988	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Aryl chlorides; Organochlorides; Aryl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	320,963	62	1,040	694879198397923973	694877411779595016	2024	
1	C6H5N3O9S	[M - H]-	C6H4N3O9S-	Alkaloids	0,684	Histidine alkaloids	0,052	Imidazole alkaloids	0,053	Benzenoids	0,053	Benzene and substituted derivatives	0,120	Nitrobenzenes	0,521			Nitrobenzenes	0,521	Organic compounds; Organosulfur compounds; Nitrobenzenes; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic nitro compounds; Sulfonyls; Organosulfonic acids; Organic oxoazanium compounds; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	293,967	62	1,040	694879208220985037	694877399146349682	1689	
1	C11H14N4O5P2	[M - H]-	C11H13N4O5P2-	Alkaloids	0,542	Histidine alkaloids	0,111	Imidazole alkaloids	0,110	Organoheterocyclic compounds	1,000	Imidazopyrimidines	0,425	Purines and purine derivatives	0,530			Purines and purine derivatives	0,530	Organic compounds; Organoheterocyclic compounds; Imidazoles; Purines and purine derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Organic phosphonic acids and derivatives; Azoles; Organic phosphonic acids; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	343,037	63	1,046	694879200931284077	694877421304860626	2267	
1	C6H7N2O5P	[M - H]-	C6H6N2O5P-	Alkaloids	0,564	Histidine alkaloids	0,486	Imidazole alkaloids	0,490	Organic acids and derivatives	0,997	Organic phosphoric acids and derivatives	0,830	Phosphate esters	0,553			Phosphate esters	0,553	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	217,003	64	1,062	694879180869924839	694877373754029463	933	
1	C35H17ClN2O6S2	[M - H]-	C35H16ClN2O6S2-	Shikimates and Phenylpropanoids	0,811	Flavonoids	0,374	Chalcones	0,740	Benzenoids	1,000	Benzene and substituted derivatives	1,000	Anilides	0,585			Anilides	0,585	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Halobenzenes; Alkyl aryl ethers; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Anilides; Benzoyl derivatives; Organooxygen compounds; Carboxylic acid amides; Aryl chlorides; Carboxylic acid derivatives; Chlorobenzenes; Monocarboxylic acids and derivatives; Thioethers; Carboxylic acid esters; Organochlorides; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Aryl halides; Sulfenyl compounds; N-arylamides; Alkylarylthioethers; Organic oxides; Methoxybenzenes; Azacyclic compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organopnictogen compounds; Organic oxygen compounds; Aryl thioethers; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	659,014	65	1,076	694879237698556227	694877466230056419	3388	
1	C19H14N6O6S3	[M - H]-	C19H13N6O6S3-	Amino acids and Peptides	0,780	β-lactams	0,736	Cephalosporins	0,314	Organic acids and derivatives	0,999	Carboxylic acids and derivatives	0,987	Amino acids, peptides, and analogues	0,836	Amino acids and derivatives	0,835	Alpha amino acids and derivatives	0,872	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Thiazines; Thiazoles; Lactams; Beta lactams; Cephems; Cephalosporins; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Sulfonyls; Thioethers; 1,3-thiazines; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Sulfenyl compounds; Alkylarylthioethers; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Aryl thioethers; Organic nitrogen compounds; Chemical entities	517,003	65	1,078	694879191569596123	694877457216495919	3149	
1	C9H9N6O7PS	[M - H]-	C9H8N6O7PS-	Alkaloids	0,710	Nucleosides	0,688	Imidazole alkaloids	0,665	Organoheterocyclic compounds	0,999	Imidazopyrimidines	0,516	Purines and purine derivatives	0,568			Purines and purine derivatives	0,568	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Azoles; Sulfonyls; Diazines; Imidazopyrimidines; Substituted imidazoles; N-substituted imidazoles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	374,992	65	1,081	694879212151048199	694877431715124416	2517	
1	C4H2Cl2N8O4	[M - H]-	C4HCl2N8O4-	Alkaloids	0,340	Histidine alkaloids	0,025	Purine alkaloids	0,035	Organohalogen compounds	0,998	Aryl halides	0,997	Aryl chlorides	0,996			Aryl chlorides	0,996	Organic compounds; Organoheterocyclic compounds; Triazines; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Aryl chlorides; Organic nitro compounds; Organic oxoazanium compounds; Organochlorides; Aryl halides; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic salts; Organic oxides; C-nitro compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	294,948	66	1,107	694879184628021801	694877399247012998	1693	
1	CH2O2P2S5	[M - H]-	CHO2P2S5-	Fatty acids	0,040	Monoterpenoids	0,148	Thia fatty acids	0,019	Organic acids and derivatives	0,763	Organic dithiophosphoric acids and derivatives	0,554					Organic dithiophosphoric acids and derivatives	0,554	Organic compounds; Organic acids and derivatives; Organic dithiophosphoric acids and derivatives; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	266,804	71	1,176	694879217326819898	694877389268762345	1408	
1	C16H28Cl2N6O14	[M - H]-	C16H27Cl2N6O14-	Carbohydrates	0,980	Nucleosides	0,147	Pyrimidine nucleosides	0,069	Organic oxygen compounds	1,000	Organooxygen compounds	0,991	Carbohydrates and carbohydrate conjugates	0,984	Glycosyl compounds	0,851	Glycosylamines	0,616	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Organic nitro compounds; Organochlorides; Monosaccharides; Acetals; Secondary alcohols; Glycosyl compounds; Glycosylamines; Polyols; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	597,096	73	1,209	694879203682747821	694877462912361465	3290	
1	C17H21ClN4O3S	[M - H]-	C17H20ClN4O3S-	Alkaloids	0,449	Pseudoalkaloids (transamidation)	0,453	Purine alkaloids	0,228	Organoheterocyclic compounds	0,999	Imidazopyrimidines	0,982	Purines and purine derivatives	0,987	Xanthines	0,866	Xanthines	0,866	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Halobenzenes; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Xanthines; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Alkaloids and derivatives; Pyrimidones; Organooxygen compounds; Azoles; Purinones; Aryl chlorides; Chlorobenzenes; Thioethers; Diazines; 6-oxopurines; Organochlorides; Imidazopyrimidines; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Aryl halides; Sulfenyl compounds; Alkylarylthioethers; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Aryl thioethers; Organic nitrogen compounds; Chemical entities	395,096	73	1,210	694879236037611796	694877435636799271	2640	
1	C10H12ClNO10P2	[M - H]-	C10H11ClNO10P2-	Polyketides	0,128	Glycerophospholipids	0,012	Halogenated fatty acids	0,030	Organic acids and derivatives	0,995	Organic phosphoric acids and derivatives	0,990	Phosphate esters	0,960	Alkyl phosphates	0,635	Dialkyl phosphates	0,715	Organic compounds; Organic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Alkyl chlorides; Organic nitro compounds; Organochlorides; Alkyl halides; Alkyl phosphates; Dialkyl phosphates; Allyl-type 1,3-dipolar organic compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Chemical entities	401,954	73	1,213	694879191892557599	694877438014969964	2705	
1	C6H12N4O9P2	[M - H]-	C6H11N4O9P2-	Alkaloids	0,357	Histidine alkaloids	0,854	Imidazole alkaloids	0,856	Organic acids and derivatives	0,996	Carboxylic acids and derivatives	0,949	Amino acids, peptides, and analogues	0,914	Amino acids and derivatives	0,913	Alpha amino acids and derivatives	0,935	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organophosphorus compounds; Organic phosphoric acids and derivatives; Organic phosphonic acids and derivatives; Azoles; Monocarboxylic acids and derivatives; Carboxylic acids; Organic phosphonic acids; Carbonyl compounds; Substituted imidazoles; N-substituted imidazoles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	344,998	73	1,217	694879184896457362	694877422504431680	2289	
1	C18H33ClO16	[M - H]-	C18H32ClO16-	Carbohydrates	1,000	Saccharides	1,000	Polysaccharides	0,886	Organic oxygen compounds	1,000	Organooxygen compounds	1,000	Carbohydrates and carbohydrate conjugates	0,998	Oligosaccharides	0,986	Oligosaccharides	0,986	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Oligosaccharides; Ethers; Primary alcohols; Organooxygen compounds; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; C-glycosyl compounds; O-glycosyl compounds; Polyols; Oxacyclic compounds; Hydrocarbon derivatives; Ketals; Organic oxygen compounds; Chemical entities	539,138	73	1,218	694879223299509333	694877459825353266	3199	
1	C2H4NO3S3	[M - H]-	C2H3NO3S3-	Fatty acids	0,352	Small peptides	0,301	Aminoacids	0,186	Organosulfur compounds	0,989	Organic disulfides	0,551					Organic disulfides	0,551	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organic disulfides; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	184,928	73	1,219	694879198087545411	694877361619906131	561	
1	C2H3ClN2O2P2	[M - H]-	C2H2ClN2O2P2-	Alkaloids	0,541	Histidine alkaloids	0,047	Imidazole alkaloids	0,047	Organic acids and derivatives	0,708	Organic phosphoric acids and derivatives	0,605	Organic phosphoramides	0,805	Organic phosphoric acid diamides	0,675	Phosphoric monoester diamides	0,552	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organic phosphoric acids and derivatives; Alkyl chlorides; Organic phosphoramides; Organochlorides; Alkyl halides; Organic phosphoric acid diamides; Phosphoric monoester diamides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	182,930	73	1,219	694879209567356752	694877361091423752	546	
1	C6H13ClO6	[M - H]-	C6H12ClO6-	Fatty acids	0,316	Saccharides	0,285	Monosaccharides	0,362	Organic oxygen compounds	0,998	Organooxygen compounds	0,999	Carbohydrates and carbohydrate conjugates	0,730	Monosaccharides	0,668	Monosaccharides	0,668	Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organohalogen compounds; Primary alcohols; Organooxygen compounds; Alkyl chlorides; Organochlorides; Monosaccharides; Secondary alcohols; Halohydrins; Chlorohydrins; Alkyl halides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	215,033	73	1,220	694879228294926216	694877372747396348	902	
1	C2H3N3O5P2	[M - H]-	C2H2N3O5P2-	Alkaloids	0,791	Histidine alkaloids	0,301	Imidazole alkaloids	0,302	Organic acids and derivatives	0,871	Organic phosphonic acids and derivatives	0,716	Organic phosphonic acids	0,704			Organic phosphonic acids	0,704	Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organophosphorus compounds; Organic phosphonic acids and derivatives; Organic phosphonic acids; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	209,949	73	1,220	694879183478782144	694877371187115025	855	
